,_id,call_id_hash,service,priority,priority_desc,call_quarter,call_year,description_short,city_code,city_name,geoid,census_block_group_center__x,census_block_group_center__y
16873,16874,05273C0216FE209DA149B56BF9E5B3,EMS,E3,EMS Standard Basic Life Support response,Q4,2017.0,ASSAULT,SFT,SOUTH FAYETTE,420034560031.0,-80.1586522726936,40.3354282746599
16917,16918,048F3E1AD9855DD5B66E791981829F,EMS,E3,EMS Standard Basic Life Support response,Q3,2019.0,ASSAULT,BEL,BELLEVUE,420034311001.0,-80.0496017144382,40.4930174878458
17020,17021,061FD572B322D167E659929FDE69ED,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,PGH,PITTSBURGH,420035616002.0,-79.9632775744347,40.4138242170138
17129,17130,058C61C558508CB371EBA7423FDCBC,EMS,E3,EMS Standard Basic Life Support response,Q4,2019.0,ASSAULT,MTL,MOUNT LEBANON,420034736022.0,-80.0678980820967,40.3699361036151
17153,17154,049C5605E23BD54257102F643C8AD0,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,BWB,BALDWIN BORO,420034801013.0,-79.9788798580497,40.3433485892084
17285,17286,04866AAE115F04DAC8148FB265BE4F,EMS,E3,EMS Standard Basic Life Support response,Q2,2016.0,ASSAULT,RKS,MCKEES ROCKS,420034639003.0,-80.0676870851753,40.4674721006849
17429,17430,04AF441E435E5D608A3984473E5622,EMS,E3,EMS Standard Basic Life Support response,Q1,2019.0,ASSAULT,TCV,TURTLE CREEK,420035094004.0,-79.8200758300807,40.4046332681512
17431,17432,04B02356687EE583FDC02166466F70,EMS,E3,EMS Standard Basic Life Support response,Q4,2017.0,ASSAULT,PGH,PITTSBURGH,420039812001.0,-80.0108042463949,40.4464643482286
17463,17464,0494435D6E00D61949A1F229708F5A,EMS,E2,EMS Standard Advanced Life Support response,Q3,2015.0,ASSAULT,PGH,PITTSBURGH,420031113001.0,-79.9294165949606,40.4710555664347
17505,17506,03E58B063B81596DE8E2737213232A,EMS,E3,EMS Standard Basic Life Support response,Q1,2018.0,ASSAULT,TCV,TURTLE CREEK,420035094004.0,-79.8200758300807,40.4046332681512
17562,17563,04B20E30D780D0123F8C7929D337F2,EMS,E2,EMS Standard Advanced Life Support response,Q2,2017.0,ASSAULT,TAR,TARENTUM,420034035001.0,-79.7654730415587,40.6068175589205
17564,17565,04B349C98A0C74B6B779F373B2F44E,EMS,E3,EMS Standard Basic Life Support response,Q4,2016.0,ASSAULT,SCT,SCOTT,420034705012.0,-80.0613318374673,40.3953334308406
17668,17669,055196BDCA4A68B792159A9B33FF22,EMS,E3,EMS Standard Basic Life Support response,Q2,2019.0,ASSAULT,BRE,BRENTWOOD,420034781001.0,-79.9782893707847,40.3787629853857
17694,17695,03FC656085A164B4807411584C0B65,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q1,2018.0,ASSAULT,PGH,PITTSBURGH,420030203001.0,-79.9814358312587,40.4542814709246
17846,17847,049CF4E02C3CBEAE503EF9F34F1607,EMS,E3,EMS Standard Basic Life Support response,Q3,2016.0,ASSAULT,MCK,MCKEESPORT,420035519002.0,-79.8582143722509,40.3536263826352
17884,17885,04A4FD479E5FCBD856FF7F1C949884,EMS,E3,EMS Standard Basic Life Support response,Q1,2018.0,ASSAULT,FWD,FORWARD,420034950002.0,-79.8775081648432,40.2140384502509
17982,17983,05BAC6E7A535EAFFB073B67C1FD85A,EMS,E3,EMS Standard Basic Life Support response,Q4,2018.0,ASSAULT,NBR,NORTH BRADDOCK,420035128001.0,-79.8554733758734,40.3992169472337
17997,17998,05C11FA2D78AEDFA02331671E615AA,EMS,E3,EMS Standard Basic Life Support response,Q3,2019.0,ASSAULT,PGH,PITTSBURGH,420031803002.0,-79.9928136350109,40.4209011155065
18001,18002,057637F4ED853D8144A4ACE968CCC1,EMS,E3,EMS Standard Basic Life Support response,Q3,2015.0,ASSAULT,PGH,PITTSBURGH,420035630002.0,-80.0778332957668,40.459774771306
18165,18166,04FF5E9966173AB36B43CEC18B3B17,EMS,E3,EMS Standard Basic Life Support response,Q1,2018.0,ASSAULT,PGH,PITTSBURGH,420032615001.0,-80.0097318814036,40.4734029343779
18280,18281,042BD5F7FA6469D335DD61B94F0678,EMS,E3,EMS Standard Basic Life Support response,Q2,2016.0,ASSAULT,PGH,PITTSBURGH,420030103001.0,-79.9848165697814,40.4343741406204
18313,18314,06B3039BA64CE697FC1CEADEE193D2,EMS,E3,EMS Standard Basic Life Support response,Q2,2016.0,ASSAULT,MCK,MCKEESPORT,420035523003.0,-79.8481780586854,40.34207232751
18356,18357,058E5A17E604A55E588B3EB5B90057,EMS,E3,EMS Standard Basic Life Support response,Q3,2019.0,ASSAULT,PGH,PITTSBURGH,420035626002.0,-80.0409732330985,40.440027997523
18360,18361,05904C4A36E18A92676E356B8111D2,EMS,E3,EMS Standard Basic Life Support response,Q2,2016.0,ASSAULT,AVA,AVALON,420034324002.0,-80.0694031404243,40.5001161267663
18470,18471,04B78585F98436EBBCB82B1CB7365C,EMS,E3,EMS Standard Basic Life Support response,Q1,2018.0,ASSAULT,PGH,PITTSBURGH,420035623002.0,-79.9297529799093,40.4054573508113
18497,18498,04337EEE8E07D09037101AB0EA222E,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,PGH,PITTSBURGH,420031114001.0,-79.9302567571514,40.467132915162
18506,18507,0436564A7B79AEF08980AA1DD75843,EMS,E3,EMS Standard Basic Life Support response,Q4,2015.0,ASSAULT,CAR,CARNEGIE,420034688003.0,-80.0962901466797,40.408921036915
18591,18592,036906002D644E80B4CE20449A4467,EMS,E3,EMS Standard Basic Life Support response,Q2,2015.0,ASSAULT,TCV,TURTLE CREEK,420035094001.0,-79.8204919467829,40.4126899995988
18630,18631,06CDFE3C6F4630B7965720140CFDC8,EMS,E3,EMS Standard Basic Life Support response,Q3,2018.0,ASSAULT,CRA,CRAFTON,420034656001.0,-80.0724860534828,40.4390878370883
18910,18911,06F546C77C0D5FF13D234EA90B4672,EMS,E3,EMS Standard Basic Life Support response,Q4,2018.0,ASSAULT,PGH,PITTSBURGH,420031207002.0,-79.9050734006901,40.4569792758943
18915,18916,06F9203791703AA593F2D0D3A36C0E,EMS,E3,EMS Standard Basic Life Support response,Q4,2018.0,ASSAULT,PGH,PITTSBURGH,420031702001.0,-79.9916743844978,40.4299757205122
19080,19081,07134028820873530346CFDCEC68CB,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,WIM,WILMERDING,420035080001.0,-79.8103442532946,40.3970594609367
19123,19124,045B4A2F40C2A7E7847BDC0D14A146,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,GTR,GREEN TREE,420034690003.0,-80.0550920195313,40.421694221084
19208,19209,0467432DA0F79215A3D21A34126E46,EMS,E2,EMS Standard Advanced Life Support response,Q2,2018.0,ASSAULT,PGH,PITTSBURGH,420031301003.0,-79.898793729132,40.4613224593048
19321,19322,04DB60885B96D020F64AC3BECC3830,EMS,E3,EMS Standard Basic Life Support response,Q1,2016.0,ASSAULT,MCK,MCKEESPORT,420035521002.0,-79.8650780279697,40.3437082905351
19330,19331,04E11FF2BA2AB96273D44668E3ACA5,EMS,E3,EMS Standard Basic Life Support response,Q3,2018.0,ASSAULT,PGH,PITTSBURGH,420032602003.0,-80.0188673581545,40.4933725778329
19405,19406,047551ED8B86507AE0E93571AA4B1D,EMS,E2,EMS Standard Advanced Life Support response,Q1,2015.0,ASSAULT,MUN,MUNHALL,420034843001.0,-79.8968108056924,40.406531933869
19418,19419,05CE34F94E911E703F7ADAFB093F37,EMS,E3,EMS Standard Basic Life Support response,Q3,2018.0,ASSAULT,PGH,PITTSBURGH,420031403003.0,-79.9234621979784,40.4397224227583
19430,19431,05D54EB4719E06F199543A237B457B,EMS,E3,EMS Standard Basic Life Support response,Q1,2015.0,ASSAULT,SHP,SHARPSBURG,420034240001.0,-79.9167275363512,40.4951875138119
19545,19546,073E7FF286CD33B44CF4110D9F48E9,EMS,E3,EMS Standard Basic Life Support response,Q1,2015.0,ASSAULT,PGH,PITTSBURGH,420035632003.0,-79.9976587242799,40.4572650013126
19548,19549,07400B01664C2F2BF120A3ACC067B1,EMS,E2,EMS Standard Advanced Life Support response,Q4,2016.0,ASSAULT,BEL,BELLEVUE,420034314001.0,-80.055236486467,40.5029637967996
19598,19599,062CC028550C398D42386CA5D1990B,EMS,E3,EMS Standard Basic Life Support response,Q4,2018.0,ASSAULT,PGH,PITTSBURGH,420030201003.0,-79.9991080518783,40.441376707381
19715,19716,0747CAE79AFC0314736201A1B71725,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,NBR,NORTH BRADDOCK,420035120001.0,-79.8442032719987,40.4009205488119
19840,19841,05737D75D69B58340DD8166F51F04D,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q3,2015.0,ASSAULT,PGH,PITTSBURGH,420031916004.0,-80.0244273489683,40.4137966552987
19929,19930,075377F0AEB5E25803740C575D67A7,EMS,E3,EMS Standard Basic Life Support response,Q3,2018.0,ASSAULT,PGH,PITTSBURGH,420031914002.0,-80.0142086806421,40.4260341044075
20069,20070,048D74CD17FB9247C414017FB7587D,EMS,E2,EMS Standard Advanced Life Support response,Q4,2017.0,ASSAULT,HOM,HOMESTEAD,420034838002.0,-79.9106568532789,40.4095567426057
20152,20153,05145CC42805FA32417F4C9CDD0DAC,EMS,E3,EMS Standard Basic Life Support response,Q2,2019.0,ASSAULT,PGH,PITTSBURGH,420031115004.0,-79.9188355225551,40.4612616880712
20176,20177,05A03B72553F76A55003A4C2AC223B,EMS,E3,EMS Standard Basic Life Support response,Q4,2015.0,ASSAULT,NBR,NORTH BRADDOCK,420035129001.0,-79.8621685276785,40.409091271451
20426,20427,0535123D633626EC3BA8EB2A0A399C,EMS,E3,EMS Standard Basic Life Support response,Q3,2019.0,ASSAULT,PGH,PITTSBURGH,420035625002.0,-80.0477567480552,40.4561398502725
20821,20822,07A14370B3B96CC8EA603F9F7B850B,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q2,2018.0,ASSAULT,ROB,ROBINSON,420034592013.0,-80.1350953643623,40.4407528406057
20831,20832,07A65D075182E357A15C4E566AA388,EMS,E3,EMS Standard Basic Life Support response,Q3,2018.0,ASSAULT,BRD,BRADDOCK,420035138002.0,-79.8670465347229,40.4026364869866
20983,20984,016299A1D899B4405E44401A20D778,EMS,E3,EMS Standard Basic Life Support response,Q4,2017.0,ASSAULT,BRH,BRADDOCK HILLS,420035170002.0,-79.8592162817826,40.4152986025554
21011,21012,04B6D3A6F5BED8E8B8A50C98A4B7FE,EMS,E3,EMS Standard Basic Life Support response,Q4,2015.0,ASSAULT,PGH,PITTSBURGH,420032703001.0,-80.035181246718,40.4783600008758
21209,21210,05EC5C073CF136EDE61003E720A6FF,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q2,2015.0,ASSAULT,PIN,PINE,420034090002.0,-80.0092547159422,40.6281033123182
21305,21306,07D001B0BE61078B813D82BAED205C,EMS,E2,EMS Standard Advanced Life Support response,Q1,2018.0,ASSAULT,PGH,PITTSBURGH,420032507001.0,-80.0218664821257,40.4599490612354
21354,21355,068B1E5C595B1C91419FFD98B05711,EMS,E3,EMS Standard Basic Life Support response,Q1,2018.0,ASSAULT,BRE,BRENTWOOD,420034781002.0,-79.979291003734,40.3739809095347
21388,21389,0593320ECCFA7EA3045322B5306E03,EMS,E3,EMS Standard Basic Life Support response,Q3,2015.0,ASSAULT,GLA,GLASSPORT,420034994002.0,-79.8895463182896,40.3225504034864
21556,21557,01748DC62376BB20F74F58FF946F68,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q4,2017.0,ASSAULT,HEI,HEIDELBERG,420034710001.0,-80.0922100971856,40.3914752403514
21765,21766,07F47D7C9097B3AEC79BC745157311,EMS,E3,EMS Standard Basic Life Support response,Q4,2017.0,ASSAULT,PGH,PITTSBURGH,420031207001.0,-79.9032362347684,40.4610019107636
21872,21873,041E4B4851FF4983F6CE6211CD3DB0,EMS,E2,EMS Standard Advanced Life Support response,Q1,2015.0,ASSAULT,STO,STOWE,420034626004.0,-80.0747528233027,40.4712840861788
21935,21936,04D0BE4553A84D5879196C4B5EB422,EMS,E3,EMS Standard Basic Life Support response,Q4,2016.0,ASSAULT,WBG,WILKINSBURG,420035606001.0,-79.8834947407323,40.4419755631788
22050,22051,04D9128FBAE5E26110C171D94B4AAE,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,PGH,PITTSBURGH,420035617002.0,-79.9793775607902,40.4108819971591
22120,22121,06413CAF99B7C14722224877CF2E97,EMS,E3,EMS Standard Basic Life Support response,Q3,2016.0,ASSAULT,PGH,PITTSBURGH,420032902002.0,-79.98265123554,40.3927884175887
22187,22188,05B814E5C058E84B5A58F44DF88B30,EMS,E3,EMS Standard Basic Life Support response,Q3,2017.0,ASSAULT,PLU,PLUM,420035263024.0,-79.7129320743487,40.4590144638921
22216,22217,0658A488F376D080D15387452E0491,EMS,E3,EMS Standard Basic Life Support response,Q2,2015.0,ASSAULT,VER,VERONA,420035240003.0,-79.8388271280374,40.5090664340826
22220,22221,06BF6FDBA6ACE02EA44C1D3E7C235B,EMS,E3,EMS Standard Basic Life Support response,Q2,2019.0,ASSAULT,PGH,PITTSBURGH,420031114001.0,-79.9302567571514,40.467132915162
22253,22254,043C9C865654BC6991CED5BA709D0F,EMS,E2,EMS Standard Advanced Life Support response,Q1,2015.0,ASSAULT,MCK,MCKEESPORT,420035509002.0,-79.8563327716155,40.3476788398104
22330,22331,05CFD996AA74EBC72AAEB225D505B8,EMS,E3,EMS Standard Basic Life Support response,Q3,2018.0,ASSAULT,PGH,PITTSBURGH,420031918006.0,-80.0092932361899,40.3860720563007
22360,22361,08138877BD93E959B9B828BED7DC0D,EMS,E3,EMS Standard Basic Life Support response,Q3,2019.0,ASSAULT,PGH,PITTSBURGH,420030201006.0,-79.9970207258277,40.4450860046541
22434,22435,0501BC65492471840ACCB80123570E,EMS,E3,EMS Standard Basic Life Support response,Q1,2015.0,ASSAULT,HSN,HARRISON,420034012004.0,-79.7333037697934,40.6137428337365
22546,22547,06C854AADB8080ECAB45FFEEB55332,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,PGH,PITTSBURGH,420031303001.0,-79.89430995367,40.4552959376802
22554,22555,06CCE51625560CB5CA95F7D8E0D3B4,EMS,E3,EMS Standard Basic Life Support response,Q1,2018.0,ASSAULT,PGH,PITTSBURGH,420031918002.0,-80.0228479559115,40.3905127274342
22582,22583,0839B0176EEAC2400CECDCAC334DA6,EMS,E3,EMS Standard Basic Life Support response,Q1,2018.0,ASSAULT,PGH,PITTSBURGH,420035632002.0,-79.9979403555741,40.4535195307656
22592,22593,083F0EAFA59F2B881789B827973531,EMS,E3,EMS Standard Basic Life Support response,Q1,2017.0,ASSAULT,SHP,SHARPSBURG,420034240003.0,-79.9334702858186,40.4946715082425
22641,22642,05085A232C9248D2937B62CEF18A75,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,MTL,MOUNT LEBANON,420034734021.0,-80.0473057562982,40.3563711716061
22658,22659,08426CE7D1CDF2B984BCF90DE06C5F,EMS,E3,EMS Standard Basic Life Support response,Q4,2015.0,ASSAULT,PGH,PITTSBURGH,420030802002.0,-79.9522445761777,40.4617279820832
22700,22701,0681F2F56228A7840193431051375B,EMS,E2,EMS Standard Advanced Life Support response,Q2,2017.0,ASSAULT,RKS,MCKEES ROCKS,420034644004.0,-80.0536411267944,40.4719073022947
22731,22732,08582D8014AACA1483E192F60AA847,EMS,E3,EMS Standard Basic Life Support response,Q3,2015.0,ASSAULT,NBR,NORTH BRADDOCK,420035129001.0,-79.8621685276785,40.409091271451
22800,22801,05EA9CCCA08B347C99BEBA8AB00247,EMS,E3,EMS Standard Basic Life Support response,Q3,2017.0,ASSAULT,EPG,EAST PITTSBURGH,420035100001.0,-79.8371964447316,40.3967767466894
22966,22967,046E105802A12D7F39174127F55A14,EMS,E3,EMS Standard Basic Life Support response,Q4,2018.0,ASSAULT,EPG,EAST PITTSBURGH,420035100001.0,-79.8371964447316,40.3967767466894
23009,23010,08769F8BED2452BD33D5180E278CB5,EMS,E3,EMS Standard Basic Life Support response,Q4,2018.0,ASSAULT,PGH,PITTSBURGH,420030807001.0,-79.9335963182531,40.4628008263314
23012,23013,087838787DFB9A5BEFB5A45DB627BE,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q3,2017.0,ASSAULT,CAR,CARNEGIE,420034689001.0,-80.0774485833639,40.406726590589
23089,23090,06DEF7B712F491091EBCBDFC2C3C37,EMS,E3,EMS Standard Basic Life Support response,Q4,2017.0,ASSAULT,MCK,MCKEESPORT,420035512003.0,-79.8380406090549,40.3474883391411
23215,23216,0606F45E4F58FF7EC6BAEBF2A35808,EMS,E2,EMS Standard Advanced Life Support response,Q4,2019.0,ASSAULT,PGH,PITTSBURGH,420035624001.0,-80.0012011676868,40.4077170546008
23340,23341,019F905E004C9B7121641DCE0CC1A9,EMS,E2,EMS Standard Advanced Life Support response,Q2,2018.0,ASSAULT,MTO,MOUNT OLIVER,420034810002.0,-79.9841307714897,40.4120581018147
23354,23355,089658FB3C8A6CCD746B2879B5F386,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,VER,VERONA,420035240001.0,-79.8393866246092,40.5056225432306
23357,23358,0897C4448812D544ABEB81472473E1,EMS,E2,EMS Standard Advanced Life Support response,Q2,2019.0,ASSAULT,WBG,WILKINSBURG,420035615001.0,-79.8655938340301,40.4409850630594
23453,23454,06B87D94BE07FB592D1E5E500BC373,EMS,E3,EMS Standard Basic Life Support response,Q4,2018.0,ASSAULT,MCK,MCKEESPORT,420035521001.0,-79.8625231772525,40.3463790357427
23494,23495,070128CE2B80B12353CBC56020826D,EMS,E3,EMS Standard Basic Life Support response,Q2,2019.0,ASSAULT,PGH,PITTSBURGH,420031915002.0,-80.0088797537163,40.4231332897711
23515,23516,01A4736D3A4AE56290AC7E3D156F3E,EMS,E2,EMS Standard Advanced Life Support response,Q4,2017.0,ASSAULT,PGH,PITTSBURGH,420031114001.0,-79.9302567571514,40.467132915162
23523,23524,01A5F3485ECD0F4B38CE74325B2979,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,DUQ,DUQUESNE,420034869002.0,-79.8457658134055,40.3659182324089
23576,23577,048C30074C12F8DC60DB5AB86EBF45,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,PGH,PITTSBURGH,420032904002.0,-79.9814742055697,40.3877483111003
23628,23629,053424002497D2400C08A8A9CC760F,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q2,2018.0,ASSAULT,PGH,PITTSBURGH,420032708002.0,-80.0308346281517,40.481175847841
23667,23668,06C160364895526B39D846A3E4D269,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,NVT,NORTH VERSAILLES,420035041001.0,-79.8174007608575,40.3909803223236
23727,23728,053EF91421F155C34DA2BBCFF55A77,EMS,E3,EMS Standard Basic Life Support response,Q4,2016.0,ASSAULT,WES,WEST MIFFLIN,420034882003.0,-79.8817489752431,40.3924972724179
23940,23941,06E4D7296034970AFFCE9B0D491B8C,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,PGH,PITTSBURGH,420031303001.0,-79.89430995367,40.4552959376802
23970,23971,0554C1D901D35E6726051C83F80AB6,EMS,E3,EMS Standard Basic Life Support response,Q3,2015.0,ASSAULT,BKR,BRACKENRIDGE,420034020004.0,-79.7388798522813,40.6044765323302
23971,23972,05557A99FEC39F55C4249453E75F0D,EMS,E2,EMS Standard Advanced Life Support response,Q2,2018.0,ASSAULT,PGH,PITTSBURGH,420031204001.0,-79.9087869369979,40.4633827213871
23985,23986,0716AA9CF1B6059EB20704D3E17BBE,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,PGH,PITTSBURGH,420031014003.0,-79.9299743520258,40.4750412653485
23992,23993,0719129CE1228520403904F3FCBF56,EMS,E2,EMS Standard Advanced Life Support response,Q3,2018.0,ASSAULT,SHP,SHARPSBURG,420034240002.0,-79.9203352279363,40.4919149755977
23999,24000,071BC4CC8925ACAE7D0FFD89977FFB,EMS,E3,EMS Standard Basic Life Support response,Q1,2020.0,ASSAULT,PGH,PITTSBURGH,420031207002.0,-79.9050734006901,40.4569792758943
24018,24019,064462397D3E505F027CE5787D1CB1,EMS,E2,EMS Standard Advanced Life Support response,Q4,2016.0,ASSAULT,PGH,PITTSBURGH,420031702003.0,-79.9852109036637,40.4272794519788
24230,24231,04B17E4D389EFF331604F0A36ED36A,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q3,2018.0,ASSAULT,PEN,PENN HILLS,420035234006.0,-79.8276551315689,40.4602026949907
24308,24309,08CA1A35C3201EAA4C3EB3712D775D,EMS,E3,EMS Standard Basic Life Support response,Q3,2016.0,ASSAULT,PGH,PITTSBURGH,420031114002.0,-79.9332790762545,40.4669150770626
24390,24391,0717F37A1674CF9EE07A9B47BB8821,EMS,E2,EMS Standard Advanced Life Support response,Q3,2019.0,ASSAULT,PGH,PITTSBURGH,420035624003.0,-80.0015470366834,40.4166466397748
24395,24396,071A769A81EFB1A05330DE350A737E,EMS,E3,EMS Standard Basic Life Support response,Q3,2017.0,ASSAULT,OHA,O'HARA,420034212004.0,-79.9258579039385,40.5267403165247
24405,24406,071E56AD21D9B7F73A415BC84DCCE2,EMS,E3,EMS Standard Basic Life Support response,Q2,2015.0,ASSAULT,PGH,PITTSBURGH,420030603002.0,-79.9669006134401,40.4666665628867
24425,24426,0724EFED1D7B18D3F682E95891F88C,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q1,2017.0,ASSAULT,PGH,PITTSBURGH,420031807001.0,-80.0017702315617,40.4265469330047
24442,24443,058830BB8C597EFE42D086576EDF4A,EMS,E3,EMS Standard Basic Life Support response,Q4,2015.0,ASSAULT,RAN,RANKIN,420035140001.0,-79.8747789792519,40.410910236417
24574,24575,0748EFBC74EE73DA676DB235B63E37,EMS,E2,EMS Standard Advanced Life Support response,Q3,2015.0,ASSAULT,RKS,MCKEES ROCKS,420034644002.0,-80.0622275785538,40.4698690293243
24605,24606,0662825E199D8F281957083D306393,EMS,E3,EMS Standard Basic Life Support response,Q1,2015.0,ASSAULT,PGH,PITTSBURGH,420031918001.0,-80.0203941320592,40.3922983106136
24662,24663,072E2C20665A13A9D14F5DB96668A2,EMS,E2,EMS Standard Advanced Life Support response,Q2,2015.0,ASSAULT,PGH,PITTSBURGH,420031803001.0,-79.9943932431895,40.4247787021077
24690,24691,05949E8944C6360ECE92736B356F4F,EMS,E3,EMS Standard Basic Life Support response,Q3,2017.0,ASSAULT,PGH,PITTSBURGH,420035630001.0,-80.0847841715532,40.450786540227
24691,24692,0594C05B9CDA993CEE4BB361C41A52,EMS,E3,EMS Standard Basic Life Support response,Q3,2015.0,ASSAULT,PGH,PITTSBURGH,420033001005.0,-79.9931776457397,40.4109436005304
24734,24735,06747EFD19BFEEF7B9A754A2B487C3,EMS,E3,EMS Standard Basic Life Support response,Q4,2016.0,ASSAULT,STO,STOWE,420034621003.0,-80.0745974977813,40.481019102708
24771,24772,075650CEBF13915BA0E98129D0DAF4,EMS,E3,EMS Standard Basic Life Support response,Q1,2015.0,ASSAULT,PGH,PITTSBURGH,420031306002.0,-79.8760693051727,40.4571302032878
24774,24775,0756F193CF525525119282B5592BAA,EMS,E3,EMS Standard Basic Life Support response,Q3,2019.0,ASSAULT,PGH,PITTSBURGH,420031917001.0,-80.010929907877,40.4043762485459
24787,24788,067B71BB6402BC75B9FB668A26FE62,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,MIL,MILLVALE,420034270001.0,-79.9729695436874,40.4895401486072
24805,24806,0684E7C10B4939EE04CC16375F43D5,EMS,E3,EMS Standard Basic Life Support response,Q3,2019.0,ASSAULT,PEN,PENN HILLS,420035235021.0,-79.7901450088353,40.4641997722608
24831,24832,073B7E65AE30002B87EC0871D8E943,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,SCT,SCOTT,420034706001.0,-80.0854681044234,40.3940152373342
24894,24895,08F98FFC85502AB105170A3F9E8256,EMS,E3,EMS Standard Basic Life Support response,Q4,2017.0,ASSAULT,MCK,MCKEESPORT,420035519002.0,-79.8582143722509,40.3536263826352
24896,24897,08FB04A2008690A4E84413307E3F07,EMS,E3,EMS Standard Basic Life Support response,Q3,2015.0,ASSAULT,MCK,MCKEESPORT,420035520003.0,-79.8388854454646,40.3436282336961
24953,24954,0765D0A91F9232DAE7EC7465D35D77,EMS,E3,EMS Standard Basic Life Support response,Q4,2015.0,ASSAULT,RKS,MCKEES ROCKS,420034644003.0,-80.0604463648564,40.4658455341601
24998,24999,05B6FBD7B8C4BE8D0EA414A90448F9,EMS,E3,EMS Standard Basic Life Support response,Q1,2017.0,ASSAULT,PGH,PITTSBURGH,420035626004.0,-80.0364106964428,40.4440743182557
24999,25000,073D4BF6C30408ADB9391B09B7CFB4,EMS,E3,EMS Standard Basic Life Support response,Q2,2016.0,ASSAULT,DUQ,DUQUESNE,420034868001.0,-79.8421821158047,40.3678751203348
25030,25031,06A2F22F960864AC56C88A201807A4,EMS,E3,EMS Standard Basic Life Support response,Q3,2016.0,ASSAULT,NFT,NORTH FAYETTE,420034530043.0,-80.1901912782325,40.4488410424707
25046,25047,0749302D37F453F335D57A2018955A,EMS,E2,EMS Standard Advanced Life Support response,Q2,2017.0,ASSAULT,VSB,VERSAILLES,420035010001.0,-79.8308526105212,40.317736412684
25049,25050,074A14B8C1CAE5FBA2032C3EE501BE,EMS,E2,EMS Standard Advanced Life Support response,Q2,2017.0,ASSAULT,PGH,PITTSBURGH,420030509001.0,-79.9743642858791,40.4510371227739
25058,25059,0906418435E1A0CC56E01BCF850726,EMS,E2,EMS Standard Advanced Life Support response,Q2,2017.0,ASSAULT,ELB,ELIZABETH BORO,420034940001.0,-79.8873759218418,40.2713962754733
25167,25168,076884BC54793E2F4A7F62FC20D4C1,EMS,E3,EMS Standard Basic Life Support response,Q4,2015.0,ASSAULT,RKS,MCKEES ROCKS,420034639001.0,-80.0767415870676,40.4676819993495
25200,25201,074CFE6499DBF4541B323AD3212EB4,EMS,E3,EMS Standard Basic Life Support response,Q1,2017.0,ASSAULT,EPG,EAST PITTSBURGH,420035100002.0,-79.8413941640757,40.3972392007815
25248,25249,07707BB31D6457DD0FD72CCA7A500D,EMS,E3,EMS Standard Basic Life Support response,Q3,2017.0,ASSAULT,PGH,PITTSBURGH,420039818001.0,-79.8972205148554,40.4801784754434
25440,25441,06A8EA73E6728D8AFEBD52461684EE,EMS,E3,EMS Standard Basic Life Support response,Q3,2015.0,ASSAULT,HSN,HARRISON,420034012004.0,-79.7333037697934,40.6137428337365
25488,25489,075BEBBFE455AD60D13D68ADE35EDE,EMS,E3,EMS Standard Basic Life Support response,Q4,2016.0,ASSAULT,RKS,MCKEES ROCKS,420034639002.0,-80.07035480676,40.4640371140054
25586,25587,093934DCFCC3F93EF99F5B2FDD0ACA,EMS,E3,EMS Standard Basic Life Support response,Q1,2019.0,ASSAULT,PGH,PITTSBURGH,420035625003.0,-80.0490125749933,40.4534472923167
25790,25791,05F2A9F4F2A06F557F6C5D87DE99C6,EMS,E3,EMS Standard Basic Life Support response,Q2,2015.0,ASSAULT,PGH,PITTSBURGH,420035627002.0,-80.006734189257,40.4527501271388
